text,study_label,score,source
@anonymous very much depends on the stranger.,neutral,-0.010638298,tweets
Can't believe I've held out until 1:30 for lunch. This is practically dinner time on my schedule...,negative,-0.632653061,tweets
I need a Jayne hat.,positive,0.295918367,tweets
I love lightnings !!!!,positive,2.505154639,tweets
"Skiing was so much fun, and the conditions were perfect for my first trip to Stevens! We need to make this an annual thing, I think.",positive,2.347368421,tweets
"I like the word badonkadonk :D It makes my day better. Plus, Hugh Laurie said it was a fantastic word:http://url_removed",positive,1.79787234,tweets
So annoyed,negative,-1.755319149,tweets
I really hate it when I have to call the tech desk there always slammed busy at this hour! The music I have to listen to while holding Sucks,negative,-2.147368421,tweets
@anonymous looking at flights now,positive,0.231578947,tweets
It feels good when code is forked and improved... :D,positive,1.760416667,tweets
Moving day.,positive,0.206185567,tweets
Just posted a photo http://url_removed,positive,0.054347826,tweets
"Best be nice. ;) :P FEAR THE TURTLE!!!!! lol RT @anonymous: Ah, Maryland!  Home of the Tarpans.",positive,1.371134021,tweets
Still up. This is so going to hurt later.,negative,-1.557894737,tweets
"I'm just going to put this out there, I have a pretty great boyfriend. :) #FB",positive,2.515789474,tweets
"Victory belongs to YOU! It's ALREADY done! Now , check your attitude, is it the attitude of a winner? If not, FIX IT! Own it!",positive,2.042553191,tweets
As expected greyhound bus is full ... Aisle seat sucks #travel,negative,-1.948453608,tweets
How can this be the 2 min. warning already? Was this the world's fastest half of football ever?,negative,-0.659574468,tweets
"Sore back, sore feet, sore legs, sore arms, been left in a heap in corner of cafe while @anonymous shops some more",negative,-2.126315789,tweets
"@anonymous I've been going on coffee all day, 4 hours of sleep sucks.",negative,-1.536842105,tweets
Off to church for praise-team practice/warm-up. #Worship #PHBC,positive,0.777777778,tweets
A History of Music Video Gamery... http://url_removed,positive,0.108695652,tweets
Using The Wisdom Of Crowds To Translate Language http://url_removed,positive,0.231578947,tweets
Passing The Holy Milestone: How To Meet Deadlines - Smashing Magazine http://url_removed #gtd,positive,0.052083333,tweets
"It's not fair that men age better than women, and men are more superficial... but I know, life isn't fair :)",negative,-0.864583333,tweets
My mom is out of the country for my grandmothers funeral and I'm alone. My dad tells me my grandad is in the hospital and they found cancer,negative,-3.263157895,tweets
"@anonymous's lecture was probably a mistake. Was feeling okay this morning, now feel crap again. May have to miss the videogames night tonight.",negative,-1.586956522,tweets
"I hate my furnace with the heat of a thousand glowing suns, which is ironic since I hate it BECAUSE it won't produce heat.",negative,-2.510204082,tweets
Morning view http://url_removed,positive,0.295918367,tweets
"Cold,cough and associated discomforts :(",negative,-2.082474227,tweets
5 Marketing Graphs to Send to your CMO Every Month - http://url_removed via @anonymous,positive,0.147368421,tweets
"While I have had all kinds of fun in New York, I'm now moving towards the ""super excited to see @anonymous again"" phase of things.",positive,1.789473684,tweets
It's a lemonade day.,positive,0.649484536,tweets
"so taking everything into account. No job, no comp, no laptop, internet troubles, in a new place. Hmm.. Murphy I hope you are dead.",negative,-2.734042553,tweets
Service 101. Where's that customers' feedback form? Making mental note to email Subway later;that's how bad those 2 girls behind d counter r,negative,-1.936170213,tweets
I am considerably less patient about bull shit than I used to be.,negative,-1.904255319,tweets
LOL - Hilarious MSI commercial http://url_removed,positive,1.53125,tweets
911 memorial opens for victims' families - NYC honors the lives lost http://url_removed,positive,0.309278351,tweets
Installed iBooks today on my phone and I was surprised to find so many good books for free :),positive,2.154639175,tweets
"@anonymous Yes, I am angry and being discriminated against.  I am angry at those who discriminate against me.",negative,-2.585106383,tweets
"@anonymous @anonymous It seems like the worst of it has passed, and we can leave the basement. Now, time for bed.",positive,0.226804124,tweets
I just ousted Donna R. as the mayor of McDonald's on @anonymous! http://url_removed,positive,0.525773196,tweets
Really impressed by @anonymous,positive,1.935483871,tweets
@anonymous are you trying to re-assert yourself?,negative,-0.170212766,tweets
One dead and three injured following explosion at French nuclear plant http://url_removed  (h/t @anonymous),negative,-2.329787234,tweets
"Our pastimes have become our expressions of mastery,a substitute for the all-consuming career.great article in nymag http://url_removed",positive,0.655913978,tweets
"I'm at San Francisco International Airport (SFO) (SFO Airport, San Francisco) w/ 121 others http://url_removed",neutral,-0.021276596,tweets
Big Ben fails situational awareness test once again.,negative,-1.154639175,tweets
"Yes! I'm up! Haha, yes! Tho I'm gonna reget it later today... oh well.",positive,0.526315789,tweets
Wipeout. I love it so good.,positive,2.042105263,tweets
We lost at trivia again! But I had a lot of right answers this time.,negative,-0.173913043,tweets
Do you have what it takes to be an entrepreneur? &gt;&gt; http://url_removed,neutral,0.042105263,tweets
an angel died today,negative,-2.206185567,tweets
Checking out Scala,positive,0.2,tweets
"I fear I've lost my mind.  Going to try to shake this sleeplessness and get a couple hours in.  Goodnight/morning, meaningless specks!",negative,-1.697916667,tweets
@anonymous lol!! I know the feeling!!,positive,0.979381443,tweets
"Same here, and I love Washington rain. I &lt;3 #PacificNorthwest Rain RT @anonymous I love Oregon rain.",positive,2.421052632,tweets
I was right in thinking my eyes had changed b/c they did. No wonder it was harder to read even w/ glasses on...damn eyes getting worse!,negative,-1.673469388,tweets
Just got good news from a cousin.  I'm happy now! :-) #fb,positive,2.431578947,tweets
I dislike being awakened to the sound of my bedroom door being forced open.... Now to start my day,negative,-1.635416667,tweets
Love being internet retired. Get to enjoy some classic summer time activities. http://url_removed,positive,1.663265306,tweets
i just realized i am going to miss heroes tonight. bummer.,negative,-1.195876289,tweets
"Excellent. The dog has very slowly, carefully, politely and precisely raided the tissues.",positive,0.273684211,tweets
"@anonymous Have fun, and thanks for taking one for the team...  Me, I'm off to play video games. :)",positive,1.789473684,tweets
watching bats take insects from balcony. slim picking in winter.,positive,0.126315789,tweets
"Dwarf Tossing Follow-up: ""It is not up to the state to decide who citizens can or cannot toss"" [Florida]:  http://url_removed",negative,-0.177083333,tweets
I saw Watchmen this morning. Its my second favorite next to V for Vendetta. Rorshach is awesome.,positive,2.164948454,tweets
"now that's just ignorant of you, really.",negative,-1.819148936,tweets
"Hard work and perseverance have won the day. Thanks Green Cab, this party had better be good. I'm parched.",positive,1.684782609,tweets
@anonymous I love this beer.,positive,2.030612245,tweets
"The view from my ""desk"" this morning http://url_removed",neutral,0.0,tweets
Eyjafjallajokull. There I said it.,neutral,-0.031914894,tweets
18 inches of snow tomorrow!!! I am SOOO excited!!! =D,positive,2.789473684,tweets
It's time to boycott cash-only restaurants.,negative,-1.391752577,tweets
"Woman, 63, reported dead in Taylor house fire http://url_removed",negative,-2.336956522,tweets
"An interesting comparison of two ""great prophets"": Muhammad and Jesus: http://url_removed",positive,0.357142857,tweets
Best Ever comic strips http://url_removed ..So funny :-),positive,1.936842105,tweets
"another good day with Mum; this could be habit forming. bonus - saw my favorite cousin today, too.",positive,2.090909091,tweets
Summer temps in burbank:  http://url_removed,positive,0.073684211,tweets
"getting a little stir crazy.  anything to do tonight, friends? hmm?",negative,-0.063157895,tweets
@anonymous Thanks. :3,positive,1.536082474,tweets
A Q&amp;A with the Raincoats' Ana da Silva... http://url_removed,positive,0.193877551,tweets
"a lad came and sat near me on the station, I coughed &amp; choked at his perfume, very cloying. Went to stand on platform, there he was again :(",negative,-1.734042553,tweets
@anonymous yeah. Think he waxes? LOL,positive,0.294736842,tweets
Night y'all.,positive,0.275510204,tweets
Press photos like this make me hate music: http://url_removed,negative,-1.714285714,tweets
Lettering.js - A jQuery plugin for radical web typography. http://url_removed #webdesign,neutral,0.010752688,tweets
"Had a good day at work, stayed a lil later than expected but it was nice. Now headed home. :) What's everyone else up to? :)",positive,1.618556701,tweets
@anonymous That would be something to see.,positive,0.734693878,tweets
time flies when you are having fun coding,positive,1.515789474,tweets
The week just went to hell and it's only Tuesday. At least there's some decent TV watching ahead.,negative,-1.546391753,tweets
Spider-Man Unlimited was actually more awful than I remember it to be.,negative,-1.734042553,tweets
I fear my dad is broken.  He's watching a SyFy original movie.,negative,-0.65625,tweets
"yay found a great video on how to do something on youTube, who knew you can find some great stuff there",positive,1.693877551,tweets
Stephen Colbert explains Obama's tax-the-rich plan http://url_removed,positive,0.111111111,tweets
Banana gets a bad wrap.,negative,-0.494623656,tweets
Jerry West to be featured on HBO http://url_removed,positive,0.168421053,tweets
Completely skipped my yoga sesh to play Monopoly on the iPad. It's so addicting! I lost but I outlasted everyone else. #damnhotels,positive,1.0,tweets
Off to smack the skin off some golf balls at the driving range.,positive,0.936842105,tweets
"Waiting for the moving company to show up: today's pre-moving packing day. Fun, fun, fun!",positive,1.0,tweets
Yay. A wasp sting. Right on the nose. Thanks for that.,negative,-1.655913978,tweets
Probably gonna have to kill some time between getting outta work and meeting my dad. Anyone for @anonymous in about an hour?,neutral,-0.030927835,tweets
the one problem with being productive on the train is a tendency to miss my stop.,negative,-0.958762887,tweets
Back-to-school shoppin' with my 5th grader. Where are the Trapper Keepers?,positive,0.180851064,tweets
"I'm at Phoenix Sky Harbor International Airport (PHX) (3400 E Sky Harbor Blvd, btwn S 24th &amp; S 44th St, Phoenix) http://url_removed",positive,0.105263158,tweets
Not a good day,negative,-1.81443299,tweets
Almost home. I feel like the walking dead!,negative,-0.873684211,tweets
"@anonymous Well, I am happy to have put a smile 'pon so lovely a face, m'dear! Huzzah!",positive,2.221052632,tweets
@anonymous :-*,positive,0.4,tweets
"gotta say, that was pretty freakin awesome of me",positive,2.150537634,tweets
6 Stealth Health Foods You Should Be Eating http://url_removed,positive,0.357894737,tweets
@anonymous you def need a 61,negative,-0.12244898,tweets
I love these mini geek times while the wife is getting ready. :-),positive,1.855670103,tweets
Is it a bad thing the bartender at the bowling alley knows my name?,negative,-0.180851064,tweets
Happy Saturday! Perfect day to follow @anonymous everyone!,positive,2.463917526,tweets
"No! Why do you try and talk to me when I'm running to the bathroom?!? I hafta pee! Let me alone! I'll be out in 30 seconds, I swear.",negative,-1.030927835,tweets
"Mindblowing, and proof that some great filmmaking is web exclusive http://url_removed",positive,1.768421053,tweets
@anonymous I think you need to re-read my tweet.,negative,-0.563829787,tweets
"Paper airplanes at church, a good hair day, fish tacos, sunny skies, a good book, stir fry with the new roommates...sigh. :)",positive,2.15625,tweets
At Hell's Kitchen enjoying a slice of New York City pizza. It's a wonderful thing.,positive,2.221052632,tweets
@anonymous *nodding*,positive,0.326315789,tweets
dinner: one yellow tomato.,negative,-0.34375,tweets
Hmmm. [Prototype]... just might be what I need to kick this slump.,positive,0.557894737,tweets
"@anonymous I say what I mean and mean what I say. And when I say it's a good boob day, I mean it's a good boob day :D",positive,1.895833333,tweets
"How much wood would a wood-chuck chuck, if that wood-chuck was Chuck Norris?",positive,0.452631579,tweets
"Hmmm, should I play hockey up North this week?",positive,0.29787234,tweets
What are all the nerd gaming conventions coming up this year?,positive,0.147368421,tweets
